,año,tipo institucion,institucion,area,carrera,modalidad,jornada,cantidad
3456,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR,No Presencial,A Distancia,8
3457,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,43
3458,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN RECURSOS HUMANOS,No Presencial,A Distancia,19
3459,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION PUBLICA,No Presencial,A Distancia,19
3460,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN LOGISTICA,No Presencial,A Distancia,7
3461,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN RECURSOS HUMANOS,No Presencial,A Distancia,30
3462,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN RELACIONES PUBLICAS Y COMUNICACIONES,No Presencial,A Distancia,11
3463,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,No Presencial,A Distancia,8
3464,2018,Institutos Profesionales,IP IACC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO SUPERIOR EN ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,148
3465,2018,Institutos Profesionales,IP IACC,Educación,TECNICO EN EDUCACION DIFERENCIAL,No Presencial,A Distancia,7
3466,2018,Institutos Profesionales,IP IACC,Educación,TECNICO EN EDUCACION PARVULARIA,No Presencial,A Distancia,17
3467,2018,Institutos Profesionales,IP IACC,"Ingeniería, Industria y Construcción",TECNICO EN CONTROL INDUSTRIAL,No Presencial,A Distancia,22
3468,2018,Institutos Profesionales,IP IACC,"Ingeniería, Industria y Construcción",TECNICO EN PROCESOS MINEROS,No Presencial,A Distancia,2
3469,2018,Institutos Profesionales,IP IACC,Salud y Servicios Sociales,TECNICO EDUCADOR SOCIAL INFANTOJUVENIL,No Presencial,A Distancia,13
3470,2018,Institutos Profesionales,IP IACC,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,No Presencial,A Distancia,41
3471,2018,Institutos Profesionales,IP IACC,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,No Presencial,A Distancia,203
3472,2018,Institutos Profesionales,IP IACC,Servicios,TECNICO EN GESTION DE CALIDAD Y AMBIENTE,No Presencial,A Distancia,10
3473,2018,Institutos Profesionales,IP IACC,Servicios,TECNICO EN PREVENCION DE RIESGOS,No Presencial,A Distancia,72
3474,2018,Institutos Profesionales,IP INACAP,Agricultura,INGENIERIA AGRICOLA,Presencial,Diurno,3
3475,2018,Institutos Profesionales,IP INACAP,Agricultura,INGENIERIA AGRICOLA,Presencial,Vespertino,1
3476,2018,Institutos Profesionales,IP INACAP,Agricultura,INGENIERIA EN PRODUCCION GANADERA,Presencial,Diurno,1
3477,2018,Institutos Profesionales,IP INACAP,Ciencias,INGENIERIA EN GEOMENSURA,Presencial,Diurno,3
3478,2018,Institutos Profesionales,IP INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN COMERCIO EXTERIOR,Presencial,Diurno,1
3479,2018,Institutos Profesionales,IP INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN COMERCIO EXTERIOR,Presencial,Vespertino,1
3480,2018,Institutos Profesionales,IP INACAP,Humanidades y Artes,DISEÑO DE MODA,Presencial,Diurno,3
3481,2018,Institutos Profesionales,IP INACAP,Humanidades y Artes,DISEÑO GRAFICO PROFESIONAL,Presencial,Diurno,11
3482,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL,Presencial,Diurno,8
3483,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",CONSTRUCCION CIVIL,Presencial,Vespertino,10
3484,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN CLIMATIZACION,Presencial,Diurno,1
3485,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES,Presencial,Vespertino,10
3486,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción","INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS",Presencial,Diurno,12
3487,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción","INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS",Presencial,Vespertino,14
3488,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN METALURGIA,Presencial,Diurno,2
3489,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN METALURGIA,Presencial,Vespertino,3
3490,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN MINAS,Presencial,Diurno,3
3491,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN MINAS,Presencial,Vespertino,7
3492,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN QUIMICA INDUSTRIAL,Presencial,Diurno,1
3493,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA EN QUIMICA INDUSTRIAL,Presencial,Vespertino,1
3494,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción","INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Presencial,Diurno,2
3495,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción","INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Presencial,Vespertino,5
3496,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL,Presencial,Diurno,2
3497,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL,Presencial,Vespertino,20
3498,2018,Institutos Profesionales,IP INACAP,"Ingeniería, Industria y Construcción",INGENIERIA MECANICA EN PRODUCCION INDUSTRIAL,Presencial,Vespertino,1
3499,2018,Institutos Profesionales,IP INACAP,Servicios,ADMINISTRACION DE HOTELES Y RESTAURANTES,Presencial,Diurno,2
3500,2018,Institutos Profesionales,IP INACAP,Servicios,ADMINISTRACION GASTRONOMICA INTERNACIONAL,Presencial,Diurno,11
3501,2018,Institutos Profesionales,IP INACAP,Servicios,ADMINISTRACION TURISTICA INTERNACIONAL,Presencial,Diurno,2
3502,2018,Institutos Profesionales,IP INACAP,Servicios,"INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE",Presencial,Diurno,26
3503,2018,Institutos Profesionales,IP INACAP,Servicios,"INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE",Presencial,Vespertino,23
3504,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR CON MENCION BANCA E INSTITUCIONES FINANCIERAS,Presencial,Diurno,3
3505,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR CON MENCION BANCA E INSTITUCIONES FINANCIERAS,Presencial,Vespertino,15
3506,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR DE EMPRESAS FINANCIERAS,Presencial,Diurno,14
3507,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR DE EMPRESAS FINANCIERAS,Presencial,Vespertino,7
3508,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Presencial,Vespertino,42
3509,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA FINANCIERA,Presencial,Diurno,9
3510,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA FINANCIERA,Presencial,Vespertino,80
3511,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Presencial,Diurno,68
3512,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Presencial,Vespertino,26
3513,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Semipresencial,Semipresencial,32
3514,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN OPERACIONES FINANCIERAS Y BANCARIAS,Semipresencial,Semipresencial,19
3515,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO FINANCIERO,Presencial,Diurno,120
3516,2018,Institutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO FINANCIERO,Presencial,Vespertino,106
3517,2018,Institutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,Servicios,ARBITRO DE FUTBOL,Presencial,Vespertino,11
3518,2018,Institutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,Servicios,PROGRAMA ESPECIAL DE TITULACION DE ARBITRO DE FUTBOL,Presencial,Vespertino,24
3519,2018,Institutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,Servicios,PROGRAMA ESPECIAL DE TITULACION DE ENTRENADOR DE FUTBOL,Presencial,Vespertino,26
3520,2018,Institutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,Servicios,TECNICO DE FUTBOL,Presencial,Diurno,19
3521,2018,Institutos Profesionales,IP IPG,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN ADMINISTRACION GENERAL NIVEL PROFESIONAL PLAN CONTINUIDAD,Presencial,Vespertino,2
3522,2018,Institutos Profesionales,IP IPG,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,Presencial,Vespertino,2
3523,2018,Institutos Profesionales,IP IPG,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION GENERAL,Presencial,Diurno,6
3524,2018,Institutos Profesionales,IP IPG,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION GENERAL,Presencial,Vespertino,75
3525,2018,Institutos Profesionales,IP IPG,Educación,PSICOPEDAGOGIA PLAN CONTINUIDAD,Presencial,Vespertino,4
3526,2018,Institutos Profesionales,IP IPG,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial,Diurno,72
3527,2018,Institutos Profesionales,IP IPG,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial,Vespertino,41
3528,2018,Institutos Profesionales,IP IPG,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial,Diurno,87
3529,2018,Institutos Profesionales,IP IPG,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial,Vespertino,87
3530,2018,Institutos Profesionales,IP IPG,"Ingeniería, Industria y Construcción",TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,Presencial,Vespertino,18
3531,2018,Institutos Profesionales,IP IPG,"Ingeniería, Industria y Construcción",TECNICO DE NIVEL SUPERIOR EN MINAS MENCION OPERACION Y MANTENCION DE EQUIPOS MINEROS,Presencial,Vespertino,4
3532,2018,Institutos Profesionales,IP IPG,"Ingeniería, Industria y Construcción",TECNICO DE NIVEL SUPERIOR EN MINAS MENCION PERFORACION Y TRONADURA,Presencial,Vespertino,10
3533,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN MASOTERAPIA,Presencial,Diurno,12
3534,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN MASOTERAPIA,Presencial,Vespertino,15
3535,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial,Diurno,27
3536,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial,Vespertino,46
3537,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial,Diurno,60
3538,2018,Institutos Profesionales,IP IPG,Salud y Servicios Sociales,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial,Vespertino,94
3539,2018,Institutos Profesionales,IP IPG,Servicios,"INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE PLAN CONTINUIDAD",Presencial,Vespertino,10
3540,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial,Diurno,55
3541,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial,Vespertino,6
3542,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO DE NIVEL SUPERIOR EN GASTRONOMIA,Presencial,Vespertino,12
3543,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Presencial,Diurno,2
3544,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Presencial,Vespertino,29
3545,2018,Institutos Profesionales,IP IPG,Servicios,TECNICO PREPARADOR FISICO DE NIVEL SUPERIOR,Presencial,Vespertino,4
3546,2018,Institutos Profesionales,IP LA ARAUCANA,Agricultura,TECNICO EN ACUICULTURA MENCION PRODUCCION DE PECES,Presencial,Vespertino,5
3547,2018,Institutos Profesionales,IP LA ARAUCANA,Agricultura,VITIVINICULTURA,Presencial,Vespertino,1
3548,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,ADMINISTRACION Y SOPORTE DE REDES,Presencial,Diurno,2
3549,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,ADMINISTRACION Y SOPORTE DE REDES,Presencial,Vespertino,9
3550,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,COMPUTACION E INFORMATICA,Presencial,Diurno,17
3551,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,COMPUTACION E INFORMATICA,Presencial,Vespertino,27
3552,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,INGENIERIA EN COMPUTACION E INFORMATICA,Presencial,Vespertino,1
3553,2018,Institutos Profesionales,IP LA ARAUCANA,Ciencias,INGENIERIA EN REDES Y TELECOMUNICACIONES,Presencial,Vespertino,1
3554,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,24
3555,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Diurno,38
3556,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,178
3557,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Semipresencial,Semipresencial,19
3558,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE PERSONAL,No Presencial,A Distancia,3
3559,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE RECURSOS HUMANOS,Semipresencial,Semipresencial,4
3560,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE VENTAS,Presencial,Vespertino,3
3561,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION INDUSTRIAL,Presencial,Vespertino,6
3562,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION LOGISTICA,Presencial,Diurno,8
3563,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION LOGISTICA,Presencial,Vespertino,119
3564,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO EXTERIOR,Presencial,Vespertino,6
3565,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,15
3566,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,87
3567,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Semipresencial,Semipresencial,2
3568,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTADOR AUDITOR,Presencial,Vespertino,13
3569,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",GESTION DE DOCUMENTACION Y BIBLIOTECOLOGIA,Presencial,Diurno,1
3570,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",GESTION DE SERVICIO PUBLICO,No Presencial,A Distancia,4
3571,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",GESTION DE SERVICIO PUBLICO,Presencial,Vespertino,14
3572,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",GESTION DE SISTEMAS DE CALIDAD INDUSTRIAL,Presencial,Vespertino,12
3573,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN COMERCIO INTERNACIONAL,Presencial,Vespertino,1
3574,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN GESTION DE EMPRESAS,Presencial,Vespertino,13
3575,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN GESTION DE RECURSOS HUMANOS,Presencial,Vespertino,15
3576,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",INGENIERIA EN LOGISTICA,Presencial,Vespertino,2
3577,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",PRODUCCION Y GESTION DE EVENTOS,Presencial,Diurno,2
3578,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",PUBLICIDAD,Presencial,Vespertino,1
3579,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Diurno,1
3580,2018,Institutos Profesionales,IP LA ARAUCANA,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Vespertino,1
3581,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,ASISTENTE DE EDUCACION PARVULARIA Y BASICA,Presencial,Vespertino,1
3582,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,ASISTENTE DE EDUCACION PARVULARIA Y BASICA,Semipresencial,Semipresencial,155
3583,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,PSICOPEDAGOGIA,Presencial,Diurno,39
3584,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,PSICOPEDAGOGIA,Presencial,Vespertino,67
3585,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION ESPECIAL,Presencial,Diurno,9
3586,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION ESPECIAL,Presencial,Vespertino,13
3587,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION PARVULARIA Y EDUCACION GENERAL BASICA,Presencial,Diurno,74
3588,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION PARVULARIA Y EDUCACION GENERAL BASICA,Presencial,Vespertino,52
3589,2018,Institutos Profesionales,IP LA ARAUCANA,Educación,TECNICO EN EDUCACION PARVULARIA Y EDUCACION GENERAL BASICA,Semipresencial,Semipresencial,76
3590,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",INGENIERIA EN CONSTRUCCION,Presencial,Vespertino,3
3591,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",INGENIERIA INDUSTRIAL,Presencial,Vespertino,18
3592,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",OPERACIONES MINERAS,Presencial,Diurno,2
3593,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",OPERACIONES MINERAS,Presencial,Vespertino,13
3594,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",REDES Y TELECOMUNICACIONES,Presencial,Vespertino,3
3595,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN AGROINDUSTRIA,Presencial,Diurno,8
3596,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN AGROINDUSTRIA,Presencial,Vespertino,15
3597,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN ALIMENTOS,Presencial,Diurno,14
3598,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN ALIMENTOS,Presencial,Vespertino,24
3599,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Diurno,1
3600,2018,Institutos Profesionales,IP LA ARAUCANA,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,27
3601,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,ALIMENTACION Y NUTRICION,Presencial,Diurno,14
3602,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,ALIMENTACION Y NUTRICION,Presencial,Vespertino,35
3603,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,NUTRICION Y DIETETICA,Presencial,Vespertino,1
3604,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,SERVICIO SOCIAL,Presencial,Vespertino,22
3605,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,74
3606,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,34
3607,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,TECNICO LABORATORISTA,Presencial,Vespertino,2
3608,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,TECNICO PSICOSOCIAL,Presencial,Diurno,31
3609,2018,Institutos Profesionales,IP LA ARAUCANA,Salud y Servicios Sociales,TECNICO PSICOSOCIAL,Presencial,Vespertino,13
3610,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,HOTELERIA Y TURISMO,Presencial,Diurno,8
3611,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,INGENIERIA EN PREVENCION DE RIESGOS,Presencial,Vespertino,6
3612,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PREPARACION FISICA,Presencial,Diurno,63
3613,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PREPARACION FISICA,Presencial,Vespertino,10
3614,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,38
3615,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,78
3616,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PRODUCCION GASTRONOMICA,Presencial,Diurno,9
3617,2018,Institutos Profesionales,IP LA ARAUCANA,Servicios,PRODUCCION GASTRONOMICA,Presencial,Vespertino,4
3618,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,Ciencias,TECNICO EN INFORMATICA,Presencial,Vespertino,2
3619,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,3
3620,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Semipresencial,Vespertino,1
3621,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION PUBLICA,No Presencial,A Distancia,15
3622,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION PUBLICA,Presencial,Vespertino,31
3623,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",AUDITORIA,No Presencial,A Distancia,5
3624,2018,Institutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD,No Presencial,A Distancia,2
