,año,tipo institucion,institucion,area,carrera,modalidad,jornada,cantidad
0,2016,Centros de Formación Técnica,CFT ALPES,Humanidades y Artes,FOTOGRAFIA ESPECIALIDADES FOTOGRAFIA PUBLICITARIA Y FOTOGRAFIA PERIODISTICA,Presencial,Diurno,1
1,2016,Centros de Formación Técnica,CFT ANDRES BELLO,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,Presencial,Vespertino,1
2,2016,Centros de Formación Técnica,CFT ANDRES BELLO,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Diurno,1
3,2016,Centros de Formación Técnica,CFT ANDRES BELLO,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,1
4,2016,Centros de Formación Técnica,CFT BARROS ARANA,Servicios,TECNICO DE NIVEL SUPERIOR EN GESTION DE SEGURIDAD PRIVADA,No Presencial,A Distancia,26
5,2016,Centros de Formación Técnica,CFT CEDUC - UCN,"Ingeniería, Industria y Construcción",MAQUINARIA PESADA,Presencial,Diurno,1
6,2016,Centros de Formación Técnica,CFT CEDUC - UCN,"Ingeniería, Industria y Construcción",MECANICA DE EQUIPO PESADO,Presencial,Vespertino,1
7,2016,Centros de Formación Técnica,CFT CENCO,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION MENCION GESTION Y CONTROL MUNICIPAL,No Presencial,A Distancia,10
8,2016,Centros de Formación Técnica,CFT CENCO,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Otro,2
9,2016,Centros de Formación Técnica,CFT DE TARAPACA,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,5
10,2016,Centros de Formación Técnica,CFT DE TARAPACA,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Presencial,Vespertino,1
11,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,"Ingeniería, Industria y Construcción",MINERIA Y GEOLOGIA SUSTENTABLE,Presencial,Vespertino,1
12,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,"Ingeniería, Industria y Construcción",PAISAJISMO SUSTENTABLE,Presencial,Vespertino,1
13,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,Servicios,ECOTURISMO,Presencial,Diurno,1
14,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,Servicios,MEDIO AMBIENTE,Presencial,Vespertino,5
15,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,Servicios,PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Vespertino,5
16,2016,Centros de Formación Técnica,CFT DEL MEDIO AMBIENTE,Servicios,TECNICO EN MANEJO DE AREAS SILVESTRES PROTEGIDAS,Semipresencial,Semipresencial,1
17,2016,Centros de Formación Técnica,CFT DUOC UC,Ciencias,ANALISTA PROGRAMADOR COMPUTACIONAL,Presencial,Diurno,1
18,2016,Centros de Formación Técnica,CFT ESCUELA CULINARIA FRANCESA,Servicios,DIPLOME SUPERIEUR ECOLE CULINAIRE FRANCAISE,Presencial,Diurno,45
19,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION COMERCIAL,Presencial,Diurno,1
20,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION COMERCIAL,Presencial,Vespertino,12
21,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION EN COMERCIO EXTERIOR,Presencial,Diurno,3
22,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION EN COMERCIO EXTERIOR,Presencial,Vespertino,8
23,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION EN RECURSOS HUMANOS,Presencial,Vespertino,3
24,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,2
25,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,2
26,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",FINANZAS,Presencial,Diurno,2
27,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",FINANZAS,Presencial,Vespertino,5
28,2016,Centros de Formación Técnica,CFT ESCUELA DE COMERCIO,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA OPERATIVA,Presencial,Vespertino,12
29,2016,Centros de Formación Técnica,CFT ESCUELA SUPERIOR DE ADMINISTRACION DE NEGOCIOS DEL NORTE - ESANE DEL NORTE,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,1
30,2016,Centros de Formación Técnica,CFT ICEL,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION Y GESTION DE EMPRESAS,No Presencial,A Distancia,1
31,2016,Centros de Formación Técnica,CFT ICEL,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION Y GESTION DE EMPRESAS,Semipresencial,Semipresencial,25
32,2016,Centros de Formación Técnica,CFT ICEL,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Semipresencial,Semipresencial,20
33,2016,Centros de Formación Técnica,CFT ICEL,"Ciencias Sociales, Enseñanza Comercial y Derecho",SECRETARIADO GERENCIAL BILINGÜE,Presencial,Diurno,2
34,2016,Centros de Formación Técnica,CFT ICEL,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,No Presencial,A Distancia,1
35,2016,Centros de Formación Técnica,CFT ICEL,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Diurno,1
36,2016,Centros de Formación Técnica,CFT ICEL,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Vespertino,2
37,2016,Centros de Formación Técnica,CFT ICEL,Educación,TECNICO EN EDUCACION PARVULARIA,Semipresencial,Semipresencial,102
38,2016,Centros de Formación Técnica,CFT ICEL,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Semipresencial,Semipresencial,30
39,2016,Centros de Formación Técnica,CFT ICEL,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA,Semipresencial,Semipresencial,44
40,2016,Centros de Formación Técnica,CFT ICEL,Servicios,PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Diurno,1
41,2016,Centros de Formación Técnica,CFT INACAP,Agricultura,TECNOLOGIA AGRICOLA,Presencial,Diurno,3
42,2016,Centros de Formación Técnica,CFT INACAP,Agricultura,TECNOLOGIA AGRICOLA,Presencial,Vespertino,11
43,2016,Centros de Formación Técnica,CFT INACAP,Agricultura,TECNOLOGIA EN PRODUCCION GANADERA,Presencial,Diurno,2
44,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Diurno,40
45,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,85
46,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Semipresencial,Vespertino,47
47,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO EXTERIOR,Presencial,Diurno,2
48,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO EXTERIOR,Presencial,Vespertino,6
49,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,4
50,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,20
51,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Semipresencial,Vespertino,5
52,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA Y OPERACIONES INDUSTRIALES,Presencial,Diurno,1
53,2016,Centros de Formación Técnica,CFT INACAP,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA Y OPERACIONES INDUSTRIALES,Presencial,Vespertino,14
54,2016,Centros de Formación Técnica,CFT INACAP,Humanidades y Artes,DISEÑO Y PRODUCCION GRAFICA,Presencial,Diurno,3
55,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial,Vespertino,1
56,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",CLIMATIZACION,Presencial,Vespertino,5
57,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",EDIFICACION,Presencial,Diurno,10
58,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",EDIFICACION,Presencial,Vespertino,8
59,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",ELECTRICIDAD INDUSTRIAL MENCION PROYECTOS ELECTRICOS,Presencial,Vespertino,2
60,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",ELECTRONICA INDUSTRIAL,Presencial,Vespertino,2
61,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",FABRICACION Y MONTAJE INDUSTRIAL,Presencial,Vespertino,15
62,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MANTENIMIENTO INDUSTRIAL,Presencial,Diurno,27
63,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MANTENIMIENTO INDUSTRIAL,Presencial,Vespertino,102
64,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Presencial,Diurno,4
65,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Presencial,Vespertino,7
66,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA AUTOMOTRIZ EN SISTEMAS ELECTRONICOS,Presencial,Diurno,44
67,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA AUTOMOTRIZ EN SISTEMAS ELECTRONICOS,Presencial,Vespertino,31
68,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA EN PRODUCCION INDUSTRIAL,Presencial,Diurno,1
69,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",MECANICA EN PRODUCCION INDUSTRIAL,Presencial,Vespertino,4
70,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",REFRIGERACION,Presencial,Diurno,2
71,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",REFRIGERACION,Presencial,Vespertino,4
72,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",TECNICO EN METALURGIA EXTRACTIVA,Presencial,Diurno,1
73,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",TECNICO EN MINERIA,Presencial,Diurno,2
74,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción","TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Presencial,Diurno,10
75,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción","TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Presencial,Vespertino,15
76,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Diurno,3
77,2016,Centros de Formación Técnica,CFT INACAP,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Vespertino,2
78,2016,Centros de Formación Técnica,CFT INACAP,Salud y Servicios Sociales,TECNICO EN ENFERMERIA MENCION INSTRUMENTISTA QUIRURGICO,Presencial,Diurno,13
79,2016,Centros de Formación Técnica,CFT INACAP,Servicios,GASTRONOMIA INTERNACIONAL,Presencial,Diurno,69
80,2016,Centros de Formación Técnica,CFT INACAP,Servicios,GASTRONOMIA INTERNACIONAL,Presencial,Vespertino,12
81,2016,Centros de Formación Técnica,CFT INACAP,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,20
82,2016,Centros de Formación Técnica,CFT INACAP,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,17
83,2016,Centros de Formación Técnica,CFT INACAP,Servicios,PREVENCION DE RIESGOS,Semipresencial,Vespertino,6
84,2016,Centros de Formación Técnica,CFT INACAP,Servicios,TURISMO,Presencial,Diurno,18
85,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,1
86,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Diurno,2
87,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION PUBLICA,No Presencial,A Distancia,7
88,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,1
89,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Diurno,1
90,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Educación,TECNICO EN EDUCACION DE PARVULOS,Presencial,Diurno,23
91,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ingeniería, Industria y Construcción",TECNICO EN MINERIA,No Presencial,A Distancia,1
92,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,"Ingeniería, Industria y Construcción",TECNICO EN MINERIA,Presencial,Diurno,5
93,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Salud y Servicios Sociales,PODOLOGIA CLINICA,Presencial,Diurno,6
94,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,12
95,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Servicios,PREVENCION DE RIESGOS,No Presencial,A Distancia,1
96,2016,Centros de Formación Técnica,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,1
97,2016,Centros de Formación Técnica,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO MAYORISTA Y EXTERIOR BILINGÜE,Presencial,Diurno,7
98,2016,Centros de Formación Técnica,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO BILINGÜE EN COMERCIO Y TRANSPORTE INTERNACIONAL,Presencial,Diurno,2
99,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Ciencias,ANALISIS DE SISTEMAS,Presencial,Diurno,4
100,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Diurno,14
101,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Vespertino,1
102,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO CONTADOR GENERAL,Presencial,Diurno,5
103,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,7
104,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,1
105,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Diurno,22
106,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ingeniería, Industria y Construcción",TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial,Diurno,1
107,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Diurno,3
108,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD INDUSTRIAL,Presencial,Diurno,3
109,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD INDUSTRIAL,Presencial,Vespertino,9
110,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,14
111,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA,Presencial,Diurno,4
112,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Salud y Servicios Sociales,TECNICO EN PREVENCION Y REHABILITACION PSICOSOCIAL,Presencial,Diurno,6
113,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Diurno,15
114,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Servicios,PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Diurno,7
115,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Servicios,TECNICO EN GASTRONOMIA,Presencial,Diurno,1
116,2016,Centros de Formación Técnica,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Servicios,TECNICO EN GESTION DE SERVICIOS HOTELEROS Y TURISTICOS,Presencial,Diurno,4
117,2016,Centros de Formación Técnica,CFT IPROSEC,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,4
118,2016,Centros de Formación Técnica,CFT JUAN BOHON,"Ingeniería, Industria y Construcción",TECNICO EN OPERACION Y MANTENCION DE MAQUINARIA PESADA,Presencial,Diurno,2
119,2016,Centros de Formación Técnica,CFT JUAN BOHON,"Ingeniería, Industria y Construcción",TECNICO EN OPERACION Y MANTENCION DE MAQUINARIA PESADA,Presencial,Vespertino,1
120,2016,Centros de Formación Técnica,CFT JUAN BOHON,"Ingeniería, Industria y Construcción",TECNICO MECANICO EN MAQUINARIA PESADA,Presencial,Vespertino,1
121,2016,Centros de Formación Técnica,CFT LOS LAGOS,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Vespertino,1
122,2016,Centros de Formación Técnica,CFT LOS LAGOS,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Diurno,2
123,2016,Centros de Formación Técnica,CFT LOS LAGOS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,1
124,2016,Centros de Formación Técnica,CFT LOS LAGOS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,1
125,2016,Centros de Formación Técnica,CFT LOS LAGOS,Servicios,TECNICO EN PREVENCION DE RIESGOS,Presencial,Diurno,1
126,2016,Centros de Formación Técnica,CFT LOTA-ARAUCO,"Ingeniería, Industria y Construcción",INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL,Presencial,Vespertino,4
127,2016,Centros de Formación Técnica,CFT LOTA-ARAUCO,Servicios,GESTION TURISTICA,Presencial,Diurno,1
128,2016,Centros de Formación Técnica,CFT LOTA-ARAUCO,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,6
129,2016,Centros de Formación Técnica,CFT MAGNOS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,1
130,2016,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE O ASISTENTE EJECUTIVO Y DE GESTION,Presencial,Diurno,10
131,2016,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,1
132,2016,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,1
133,2016,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN GESTION DE RECURSOS HUMANOS,Presencial,Vespertino,1
134,2016,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,1
135,2016,Centros de Formación Técnica,CFT PRODATA,Servicios,TECNICO EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Vespertino,3
136,2016,Centros de Formación Técnica,CFT PUCV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Diurno,3
137,2016,Centros de Formación Técnica,CFT PUCV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,6
138,2016,Centros de Formación Técnica,CFT PUCV,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA,Presencial,Vespertino,1
139,2016,Centros de Formación Técnica,CFT PUCV,Educación,EDUCACION PARVULARIA,Presencial,Diurno,2
140,2016,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",CONSTRUCCION,Presencial,Vespertino,4
141,2016,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",MANTENCION INDUSTRIAL,Presencial,Vespertino,6
142,2016,Centros de Formación Técnica,CFT PUCV,Servicios,PREVENCION DE RIESGOS INDUSTRIALES,Presencial,Vespertino,1
143,2016,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,1
144,2016,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,1
145,2016,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION,Presencial,Vespertino,1
146,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA (PROGRAMA ESPECIAL),Presencial,Diurno,112
147,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN FARMACIA (PLAN ESPECIAL),Presencial,Diurno,1
148,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA (PROGRAMA ESPECIAL),Presencial,Diurno,3
149,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial,Diurno,1
150,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN PODOLOGIA CLINICA,Presencial,Diurno,1
151,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,1
152,2016,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,1
153,2016,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Vespertino,1
154,2016,Centros de Formación Técnica,CFT UDA,Ciencias,TECNICO DE NIVEL SUPERIOR EN GEOLOGIA,Presencial,Diurno,1
155,2016,Centros de Formación Técnica,CFT UDA,Ciencias,TECNICO DE NIVEL SUPERIOR EN GEOLOGIA,Presencial,Vespertino,2
156,2016,Centros de Formación Técnica,CFT UDA,"Ingeniería, Industria y Construcción",INSTRUMENTACION INDUSTRIAL,Presencial,Vespertino,7
157,2016,Centros de Formación Técnica,CFT UDA,"Ingeniería, Industria y Construcción",MANTENCION MECANICA INDUSTRIAL,Presencial,Vespertino,1
158,2016,Centros de Formación Técnica,CFT UDA,Servicios,TECNICO EN PREVENCION DE RIESGOS INDUSTRIALES,Presencial,Vespertino,1
159,2016,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION CONTROL DE GESTION,Presencial,Diurno,1
160,2016,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO EXTERIOR,Presencial,Vespertino,1
161,2016,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA,Presencial,Vespertino,1
162,2016,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",SECRETARIADO EJECUTIVO GERENCIAL,Presencial,Diurno,2
163,2016,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",SECRETARIADO EJECUTIVO GERENCIAL,Presencial,Vespertino,9
164,2016,Centros de Formación Técnica,CFT UV,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Diurno,1
165,2016,Institutos Profesionales,IP AGRARIO ADOLFO MATTHEI,Agricultura,TECNICO EXPERTO AGRARIO,Presencial,Diurno,1
